"","stream","date","N.L","P.L","Total.added.L","conc.p.added","conc.DIN.added","conc.DIN.in.barrel","conc.srp.in.barrel"
"3152","WS10",2011-12-01,3.5,1.1536,16,33.12274,60.375,60.4219420005155,33.1330960369616
"3153","WS10",2011-12-02,3.5,1.1536,16,33.12274,60.375,60.4219420005155,33.1330960369616
"3154","WS10",2011-12-03,3.5,1.1536,16,33.12274,60.375,60.4219420005155,33.1330960369616
"3155","WS10",2011-12-04,5.256521739,1.729753521,24,33.110365314475,60.4499999985,60.4387767993062,33.1194576034696
"3156","WS10",2011-12-05,5.256521739,1.729753521,24,33.110365314475,60.4499999985,60.4387767993062,33.1194576034696
"3157","WS10",2011-12-06,5.256521739,1.729753521,24,33.110365314475,60.4499999985,60.4387767993062,33.1194576034696
"3158","WS10",2011-12-07,5.256521739,1.729753521,24,33.110365314475,60.4499999985,60.4387767993062,33.1194576034696
"3159","WS10",2011-12-08,5.256521739,1.729753521,24,33.110365314475,60.4499999985,60.4387767993062,33.1194576034696
"3160","WS10",2011-12-09,5.256521739,1.729753521,24,33.110365314475,60.4499999985,60.4387767993062,33.1194576034696
"3161","WS10",2011-12-10,5.256521739,1.729753521,24,33.110365314475,60.4499999985,60.4387767993062,33.1194576034696
"3162","WS10",2011-12-11,4.380434783,1.441461268,20,33.11036532596,60.4500000054,60.4443884023531,33.1149114647148
"3163","WS10",2011-12-12,4.380434783,1.441461268,20,33.11036532596,60.4500000054,60.4443884023531,33.1149114647148
"3164","WS10",2011-12-13,4.380434783,1.441461268,20,33.11036532596,60.4500000054,60.4443884023531,33.1149114647148
"3165","WS10",2011-12-14,4.380434783,1.441461268,20,33.11036532596,60.4500000054,60.4443884023531,33.1149114647148
"3166","WS10",2011-12-15,4.380434783,1.441461268,20,33.11036532596,60.4500000054,60.4443884023531,33.1149114647148
"3167","WS10",2011-12-16,4.380434783,1.441461268,20,33.11036532596,60.4500000054,60.4443884023531,33.1149114647148
"3168","WS10",2011-12-17,4.380434783,1.441461268,20,33.11036532596,60.4500000054,60.4443884023531,33.1149114647148
"3169","WS10",2011-12-18,3.504347826,1.153169014,16,33.110365314475,60.4499999985,60.4466330408119,33.1130930046189
"3170","WS10",2011-12-19,3.504347826,1.153169014,16,33.110365314475,60.4499999985,60.4466330408119,33.1130930046189
"3171","WS10",2011-12-20,3.504347826,1.153169014,16,33.110365314475,60.4499999985,60.4466330408119,33.1130930046189
"3172","WS10",2011-12-21,3.504347826,1.153169014,16,33.110365314475,60.4499999985,60.4466330408119,33.1130930046189
"3173","WS10",2011-12-22,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4476431315683,33.1122747033182
"3174","WS10",2011-12-23,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4476431315683,33.1122747033182
"3175","WS10",2011-12-24,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4476431315683,33.1122747033182
"3176","WS10",2011-12-25,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4476431315683,33.1122747033182
"3177","WS10",2011-12-26,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4476431315683,33.1122747033182
"3178","WS10",2011-12-27,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4476431315683,33.1122747033182
"3179","WS10",2011-12-28,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4476431315683,33.1122747033182
"3180","WS10",2011-12-29,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4476431315683,33.1122747033182
"3181","WS10",2011-12-30,4.599456522,1.513534331,21,33.1103653172095,60.4500000034286,60.448880489295,33.1112722756112
"3182","WS10",2011-12-31,4.599456522,1.513534331,21,33.1103653172095,60.4500000034286,60.448880489295,33.1112722756112
"3183","WS10",2012-01-01,4.599456522,1.513534331,21,33.1103653172095,60.4500000034286,60.448880489295,33.1112722756112
"3184","WS10",2012-01-02,4.704,0.5766,21.5,12.3204669767442,60.3862325581395,60.4152072262989,21.9362144274702
"3185","WS10",2012-01-03,4.704,0.5766,21.5,12.3204669767442,60.3862325581395,60.4152072262989,21.9362144274702
"3186","WS10",2012-01-04,4.704,0.5766,21.5,12.3204669767442,60.3862325581395,60.4152072262989,21.9362144274702
"3187","WS10",2012-01-05,4.704,0.5766,21.5,12.3204669767442,60.3862325581395,60.4152072262989,21.9362144274702
"3188","WS10",2012-01-06,4.704,0.5766,21.5,12.3204669767442,60.3862325581395,60.4152072262989,21.9362144274702
"3189","WS10",2012-01-07,4.704,0.5766,21.5,12.3204669767442,60.3862325581395,60.4152072262989,21.9362144274702
"3190","WS10",2012-01-08,4.704,0.5766,21.5,12.3204669767442,60.3862325581395,60.4152072262989,21.9362144274702
"3191","WS10",2012-01-09,3.504347826,1.153169014,16,33.110365314475,60.4499999985,60.4291243351793,26.4058747822721
"3192","WS10",2012-01-10,3.504347826,1.153169014,16,33.110365314475,60.4499999985,60.4291243351793,26.4058747822721
"3193","WS10",2012-01-11,3.504347826,1.153169014,16,33.110365314475,60.4499999985,60.4291243351793,26.4058747822721
"3194","WS10",2012-01-12,3.504347826,1.153169014,16,33.110365314475,60.4499999985,60.4291243351793,26.4058747822721
"3195","WS10",2012-01-13,1.75217398,0.576584507,8,33.110365314475,60.45000231,60.4332999301435,27.7467728887127
"3196","WS10",2012-01-14,1.75217398,0.576584507,8,33.110365314475,60.45000231,60.4332999301435,27.7467728887127
"3197","WS10",2012-01-15,1.75217398,0.576584507,8,33.110365314475,60.45000231,60.4332999301435,27.7467728887127
"3198","WS10",2012-01-16,1.75217398,0.576584507,8,33.110365314475,60.45000231,60.4332999301435,27.7467728887127
"3199","WS10",2012-01-17,1.752173913,0.576584507,8,33.110365314475,60.4499999985,60.4366399438148,28.8194913738651
"3200","WS10",2012-01-18,1.752173913,0.576584507,8,33.110365314475,60.4499999985,60.4366399438148,28.8194913738651
"3201","WS10",2012-01-19,1.752173913,0.576584507,8,33.110365314475,60.4499999985,60.4366399438148,28.8194913738651
"3202","WS10",2012-01-20,1.752173913,0.576584507,8,33.110365314475,60.4499999985,60.4366399438148,28.8194913738651
"3203","WS10",2012-01-21,1.752173913,0.576584507,8,33.110365314475,60.4499999985,60.4366399438148,28.8194913738651
"3204","WS10",2012-01-22,1.752173913,0.576584507,8,33.110365314475,60.4499999985,60.4366399438148,28.8194913738651
"3205","WS10",2012-01-23,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3206","WS10",2012-01-24,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3207","WS10",2012-01-25,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3208","WS10",2012-01-26,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3209","WS10",2012-01-27,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3210","WS10",2012-01-28,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3211","WS10",2012-01-29,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3212","WS10",2012-01-30,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3213","WS10",2012-01-31,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3214","WS10",2012-02-01,3.504,1.154,16,33.134225,60.444,60.4395839662889,30.5453848243191
"3215","WS10",2012-02-02,3.942,1.2978,18,33.12274,60.444,60.4415711814589,31.7051946533755
"3216","WS10",2012-02-03,3.942,1.2978,18,33.12274,60.444,60.4415711814589,31.7051946533755
"3217","WS10",2012-02-04,3.942,1.2978,18,33.12274,60.444,60.4415711814589,31.7051946533755
"3218","WS10",2012-02-05,3.942,1.2978,18,33.12274,60.444,60.4415711814589,31.7051946533755
"3219","WS10",2012-02-06,3.066,1.009,14,33.1096142857143,60.444,60.4424212679483,32.1967415246941
"3220","WS10",2012-02-07,3.066,1.009,14,33.1096142857143,60.444,60.4424212679483,32.1967415246941
"3221","WS10",2012-02-08,3.066,1.009,14,33.1096142857143,60.444,60.4424212679483,32.1967415246941
"3222","WS10",2012-02-09,3.066,1.009,14,33.1096142857143,60.444,60.4424212679483,32.1967415246941
"3223","WS10",2012-02-10,3.066,1.009,14,33.1096142857143,60.444,60.4424212679483,32.1967415246941
"3224","WS10",2012-02-11,3.066,1.009,14,33.1096142857143,60.444,60.4424212679483,32.1967415246941
"3225","WS10",2012-02-12,3.066,1.009,14,33.1096142857143,60.444,60.4424212679483,32.1967415246941
"3226","WS10",2012-02-13,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4446948905638,32.4708286673708
"3227","WS10",2012-02-14,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4446948905638,32.4708286673708
"3228","WS10",2012-02-15,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4446948905638,32.4708286673708
"3229","WS10",2012-02-16,2.62826087,0.864876761,12,33.1103653336167,60.45000001,60.4446948905638,32.4708286673708
"3230","WS10",2012-02-17,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3231","WS10",2012-02-18,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3232","WS10",2012-02-19,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3233","WS10",2012-02-20,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3234","WS10",2012-02-21,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3235","WS10",2012-02-22,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3236","WS10",2012-02-23,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3237","WS10",2012-02-24,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3238","WS10",2012-02-25,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3239","WS10",2012-02-26,2.40923913,0.792803697,11,33.1103653092545,60.4499999890909,60.4461537926588,32.6467012438889
"3240","WS10",2012-02-27,1.752,0.5766,8,33.111255,60.444,60.445723034127,32.7396119951111
"3241","WS10",2012-02-28,1.752,0.5766,8,33.111255,60.444,60.445723034127,32.7396119951111
"3242","WS10",2012-02-29,1.752,0.5766,8,33.111255,60.444,60.445723034127,32.7396119951111
"3243","WS10",2012-03-01,1.752,0.5766,8,33.111255,60.444,60.445723034127,32.7396119951111
"3244","WS10",2012-03-02,1.752,0.5766,8,33.111255,60.444,60.445723034127,32.7396119951111
"3245","WS10",2012-03-03,1.752,0.5766,8,33.111255,60.444,60.445723034127,32.7396119951111
"3246","WS10",2012-03-04,1.752,0.5766,8,33.111255,60.444,60.445723034127,32.7396119951111
"3247","WS10",2012-03-05,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3248","WS10",2012-03-06,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3249","WS10",2012-03-07,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3250","WS10",2012-03-08,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3251","WS10",2012-03-09,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3252","WS10",2012-03-10,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3253","WS10",2012-03-11,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3254","WS10",2012-03-12,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3255","WS10",2012-03-13,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3256","WS10",2012-03-14,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3257","WS10",2012-03-15,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3258","WS10",2012-03-16,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3259","WS10",2012-03-17,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3260","WS10",2012-03-18,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3261","WS10",2012-03-19,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3262","WS10",2012-03-20,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3263","WS10",2012-03-21,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3264","WS10",2012-03-22,1.69,0.5768,7.7,34.4132363636364,60.5766233766234,60.4709213500576,33.0617846860522
"3265","WS10",2012-03-23,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3266","WS10",2012-03-24,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3267","WS10",2012-03-25,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3268","WS10",2012-03-26,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3269","WS10",2012-03-27,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3270","WS10",2012-03-28,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3271","WS10",2012-03-29,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3272","WS10",2012-03-30,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3273","WS10",2012-03-31,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3274","WS10",2012-04-01,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3275","WS10",2012-04-02,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3276","WS10",2012-04-03,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3277","WS10",2012-04-04,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3278","WS10",2012-04-05,1.692,0.5768,7.7,34.4132363636364,60.6483116883117,60.5050689901715,33.3219391339872
"3279","WS10",2012-04-06,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3280","WS10",2012-04-07,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3281","WS10",2012-04-08,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3282","WS10",2012-04-09,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3283","WS10",2012-04-10,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3284","WS10",2012-04-11,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3285","WS10",2012-04-12,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3286","WS10",2012-04-13,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3287","WS10",2012-04-14,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3288","WS10",2012-04-15,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3289","WS10",2012-04-16,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3290","WS10",2012-04-17,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3291","WS10",2012-04-18,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3292","WS10",2012-04-19,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3293","WS10",2012-04-20,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3294","WS10",2012-04-21,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3295","WS10",2012-04-22,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3296","WS10",2012-04-23,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3297","WS10",2012-04-24,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3298","WS10",2012-04-25,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3299","WS10",2012-04-26,3.867,1.318,17.7,34.2084293785311,60.2989830508475,60.4138759620206,33.7142110671978
"3300","WS10",2012-04-27,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3301","WS10",2012-04-28,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3302","WS10",2012-04-29,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3303","WS10",2012-04-30,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3304","WS10",2012-05-01,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3305","WS10",2012-05-02,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3306","WS10",2012-05-03,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3307","WS10",2012-05-04,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3308","WS10",2012-05-05,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3309","WS10",2012-05-06,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3310","WS10",2012-05-07,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3311","WS10",2012-05-08,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3312","WS10",2012-05-09,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3313","WS10",2012-05-10,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3314","WS10",2012-05-11,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3315","WS10",2012-05-12,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3316","WS10",2012-05-13,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3317","WS10",2012-05-14,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3318","WS10",2012-05-15,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3319","WS10",2012-05-16,3.87,1.3184,16,37.85456,66.7575,62.9513255772124,35.3703506403187
"3320","WS10",2012-05-17,2.628,0.8652,12,33.12274,60.444,62.1991279040487,34.6960674482231
"3321","WS10",2012-05-18,2.628,0.8652,12,33.12274,60.444,62.1991279040487,34.6960674482231
"3322","WS10",2012-05-19,2.628,0.8652,12,33.12274,60.444,62.1991279040487,34.6960674482231
"3323","WS10",2012-05-20,2.628,0.8652,12,33.12274,60.444,62.1991279040487,34.6960674482231
"3324","WS10",2012-05-21,2.628,0.8652,12,33.12274,60.444,62.1991279040487,34.6960674482231
"3325","WS10",2012-05-22,2.628,0.8652,12,33.12274,60.444,62.1991279040487,34.6960674482231
"3326","WS10",2012-05-23,2.628,0.8652,12,33.12274,60.444,62.1991279040487,34.6960674482231
"3327","WS10",2012-05-24,2.628,0.8652,12,33.12274,60.444,62.1991279040487,34.6960674482231
"3328","WS10",2012-05-25,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3329","WS10",2012-05-26,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3330","WS10",2012-05-27,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3331","WS10",2012-05-28,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3332","WS10",2012-05-29,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3333","WS10",2012-05-30,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3334","WS10",2012-05-31,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3335","WS10",2012-06-01,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3336","WS10",2012-06-02,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3337","WS10",2012-06-03,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3338","WS10",2012-06-04,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3339","WS10",2012-06-05,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3340","WS10",2012-06-06,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3341","WS10",2012-06-07,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3342","WS10",2012-06-08,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3343","WS10",2012-06-09,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3344","WS10",2012-06-10,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3345","WS10",2012-06-11,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3346","WS10",2012-06-12,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3347","WS10",2012-06-13,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3348","WS10",2012-06-14,2.628,0.865,12,33.1150833333333,60.444,61.6725895328341,34.2217722137562
"3349","WS10",2012-06-15,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3350","WS10",2012-06-16,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3351","WS10",2012-06-17,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3352","WS10",2012-06-18,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3353","WS10",2012-06-19,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3354","WS10",2012-06-20,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3355","WS10",2012-06-21,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3356","WS10",2012-06-22,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3357","WS10",2012-06-23,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3358","WS10",2012-06-24,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3359","WS10",2012-06-25,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3360","WS10",2012-06-26,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3361","WS10",2012-06-27,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3362","WS10",2012-06-28,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3363","WS10",2012-06-29,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3364","WS10",2012-06-30,2.628,0.865,12,33.1150833333333,60.444,61.3040126729838,33.8897655496293
"3365","WS10",2012-07-01,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3366","WS10",2012-07-02,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3367","WS10",2012-07-03,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3368","WS10",2012-07-04,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3369","WS10",2012-07-05,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3370","WS10",2012-07-06,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3371","WS10",2012-07-07,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3372","WS10",2012-07-08,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3373","WS10",2012-07-09,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3374","WS10",2012-07-10,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3375","WS10",2012-07-11,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3376","WS10",2012-07-12,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3377","WS10",2012-07-13,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3378","WS10",2012-07-14,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3379","WS10",2012-07-15,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3380","WS10",2012-07-16,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3381","WS10",2012-07-17,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3382","WS10",2012-07-18,2.628,0.865,12,33.1150833333333,60.444,61.0460088710887,33.6573608847405
"3383","WS10",2012-07-19,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3384","WS10",2012-07-20,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3385","WS10",2012-07-21,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3386","WS10",2012-07-22,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3387","WS10",2012-07-23,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3388","WS10",2012-07-24,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3389","WS10",2012-07-25,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3390","WS10",2012-07-26,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3391","WS10",2012-07-27,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3392","WS10",2012-07-28,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3393","WS10",2012-07-29,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3394","WS10",2012-07-30,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3395","WS10",2012-07-31,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3396","WS10",2012-08-01,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3397","WS10",2012-08-02,4.38,1.441,20,33.09977,60.444,60.7450044355443,33.3785654423703
"3398","WS10",2012-08-03,3.504,1.154,16,33.134225,60.444,60.6246026613266,33.2808292654222
"3399","WS10",2012-08-04,3.504,1.154,16,33.134225,60.444,60.6246026613266,33.2808292654222
"3400","WS10",2012-08-05,3.504,1.154,16,33.134225,60.444,60.6246026613266,33.2808292654222
"3401","WS10",2012-08-06,3.504,1.154,16,33.134225,60.444,60.6246026613266,33.2808292654222
"3402","WS10",2012-08-07,3.504,1.154,16,33.134225,60.444,60.6246026613266,33.2808292654222
