"","date.time","RECORD","stream","Batt_V_","LoggerTemp_C_","PAR_umol_s_m2_Avg","WaterDep","Discharge_Ls_Avg","total.discharge","average.water.etmp","number.of.strokes","previous.min","previous.max"
"100482",2013-06-08 12:00:00,2209,"WS07",14.47,15.32,14.02408,0.007766722,0.0002151164,0.1936048,-5.798,0,0.006018747,0.02480338
"100578",2013-06-09 12:00:00,2305,"WS07",14.18,16.57,14.47938,-0.001434036,11.29,10161,-6.535,102,-0.002185249,0.007356045
"100674",2013-06-10 12:00:00,2401,"WS07",13.81,15.65,6.569728,0.1443733,16.35467,14719.21,-0.574,147,-0.001435569,0.1569895
"100770",2013-06-11 12:00:00,2497,"WS07",14.42,16.63,13.79489,0.05488386,0.3957959,356.2163,-0.861,4,0.0548446,0.1443519
"100866",2013-06-12 12:00:00,2593,"WS07",14.39,17.95,18.18229,0.0372898,0.08948375,80.53538,-1.169,0,0.03725801,0.0547031
"100962",2013-06-13 12:00:00,2689,"WS07",14.34,19.59,14.51464,0.02234089,0.0124709,11.22381,-0.796,0,0.02268802,0.03713029
"101058",2013-06-14 12:00:00,2785,"WS07",14.48,14.83,10.57938,0.03395867,0.06246719,56.22047,-2.264,0,0.02094206,0.1343359
"101154",2013-06-15 12:00:00,2881,"WS07",14.44,15.89,18.43901,0.02584179,0.0218358,19.65222,-2.498,1,0.0264145,0.03347707
"101250",2013-06-16 12:00:00,2977,"WS07",14.43,16.59,10.25524,0.01825982,0.005739628,5.165665,-2.26,0,0.01828006,0.02552677
"101346",2013-06-17 12:00:00,3073,"WS07",14.43,16.66,6.036621,0.01444135,0.002329038,2.096134,-1.524,0,0.01497618,0.01804066
"101442",2013-06-18 12:00:00,3169,"WS07",14.12,16.47,11.53344,0.1108156,5.907753,5316.977,-1.347,54,0.01398637,0.1131502
"101538",2013-06-19 12:00:00,3265,"WS07",14.45,15.97,14.99406,0.1060011,4.979756,4481.78,-2.517,45,0.1057205,0.112816
"101634",2013-06-20 12:00:00,3361,"WS07",14.37,16.31,10.88087,0.1019242,4.282328,3854.095,-2.183,38,0.1011126,0.1053115
"101730",2013-06-21 12:00:00,3457,"WS07",14.44,16.1,8.669868,0.08936398,2.582057,2323.852,-4.509,23,0.07296028,0.1025642
"101826",2013-06-22 12:00:00,3553,"WS07",14.43,16.43,10.52548,0.03212269,0.05041573,45.37416,-5.617,0,0.01807187,0.08787432
"101922",2013-06-23 12:00:00,3649,"WS07",14.41,17.23,15.68951,0.02530538,0.02013919,18.12527,-5.967,0,0.02327576,0.03420235
"102018",2013-06-24 12:00:00,3745,"WS07",14.39,17.91,9.580801,0.03049537,0.0413002,37.17018,4.2,0,0.0240016,0.0557397
"102114",2013-06-25 12:00:00,3841,"WS07",14.33,17.6,3.909151,0.09365223,3.0925,2783.25,1.185,28,-0.004828608,0.09708019
"102210",2013-06-26 12:00:00,3937,"WS07",14.37,18.14,7.606039,0.08254732,1.902982,1712.684,-1.435,18,0.079038,0.1016162
"102306",2013-06-27 12:00:00,4033,"WS07",14.35,18.66,14.62236,0.07102576,1.06756,960.8044,-1.955,10,0.06750735,0.08208496
"102402",2013-06-28 12:00:00,4129,"WS07",14.34,19.39,6.607622,0.06401563,0.7156513,644.0861,-1.342,7,0.05885849,0.07155519
"102498",2013-06-29 12:00:00,4225,"WS07",14.38,18.05,11.5272,0.06623005,0.8156781,734.1102,-1.301,7,0.05983175,0.08520544
"102594",2013-06-30 12:00:00,4321,"WS07",14.4,17.86,9.992248,0.06714434,0.8598805,773.8925,-0.65,8,0.06345462,0.07102018
"102690",2013-07-01 12:00:00,4417,"WS07",14.32,17.14,10.2211,0.0909041,2.757473,2481.725,1.233,25,0.06245989,0.09077756
"102786",2013-07-02 12:00:00,4513,"WS07",14.38,16.43,6.709249,0.08263464,1.910751,1719.676,3.597,17,0.0810278,0.1678078
"102882",2013-07-03 12:00:00,4609,"WS07",13.05,17.17,3.016319,0.1636375,26.54766,23892.89,-1.852,238,0.06226372,0.2694933
"102978",2013-07-04 12:00:00,4705,"WS07",13.39,16.06,3.241112,0.09217557,2.911666,2620.499,-3.09,26,0.08716947,0.2067094
"103074",2013-07-05 12:00:00,4801,"WS07",13.56,16.06,1.591602,0.08323428,1.965406,1768.866,1.586,18,0.08378973,0.3630287
"103170",2013-07-06 12:00:00,4897,"WS07",13.56,16.74,3.7809,0.3110234,313.0926,281783.3,-2.421,0,0.08165193,0.3817866
"103266",2013-07-07 12:00:00,4993,"WS07",14.41,16.89,3.031644,0.2961622,259.3321,233398.9,-2.434,0,0.2958922,0.3705938
"103362",2013-07-08 12:00:00,5089,"WS07",14.41,17.12,7.369389,0.2762679,198.4631,178616.8,-3.569,0,0.2762945,0.3028955
"103458",2013-07-09 12:00:00,5185,"WS07",14.4,17.58,7.402219,0.2793731,207.1846,186466.1,-3.094,0,0.2751695,0.3496632
"103554",2013-07-10 12:00:00,5281,"WS07",14.4,17.33,10.09222,0.2710103,184.3243,165891.9,-2.166,0,0.2707765,0.3028372
"103650",2013-07-11 12:00:00,5377,"WS07",14.44,16.23,9.580261,0.2624726,162.9657,146669.2,-2.255,0,0.2623971,0.2898229
"103746",2013-07-12 12:00:00,5473,"WS07",14.4,17.63,13.54122,0.2571261,150.5633,135507,-2.368,0,0.2577181,0.2786689
"103842",2013-07-13 12:00:00,5569,"WS07",14.45,15.35,7.627044,0.251811,138.9356,125042.1,-2.708,0,0.2516268,0.262235
"103938",2013-07-14 12:00:00,5665,"WS07",14.43,16.26,0.6397058,0.2708337,183.8945,165505,-2.193,0,0.2434056,0.2792992
"104034",2013-07-15 12:00:00,5761,"WS07",14.44,16.12,3.500504,0.2520837,139.5136,125562.3,-1.977,0,0.2522331,0.2882226
"109901",2013-07-16 12:00:00,5857,"WS07",14.35,17.75,12.07009,0.1216529,8.458989,7613.09,-2.361,76,0.1220718,0.2519093
"109997",2013-07-17 12:00:00,5953,"WS07",14.39,18.13,13.27204,0.109404,5.624073,5061.666,-1.703,51,0.1101552,0.1213943
"110093",2013-07-18 12:00:00,6049,"WS07",14.4,17.53,14.68145,0.09628368,3.44014,3096.126,-1.562,31,0.09645548,0.1126756
"110189",2013-07-19 12:00:00,6145,"WS07",14.33,17.57,10.28158,0.08936834,2.582519,2324.267,-2.058,24,0.08960243,0.09595069
"110285",2013-07-20 12:00:00,6241,"WS07",14.31,18.27,8.136985,0.08486582,2.116788,1905.11,-0.24,19,0.08457585,0.0946236
"110381",2013-07-21 12:00:00,6337,"WS07",14.37,17.92,14.20669,0.07627042,1.403647,1263.282,-1.945,13,0.07593541,0.08485109
"110477",2013-07-22 12:00:00,6433,"WS07",14.38,17.75,19.84938,0.07717676,1.468926,1322.033,-0.554,13,0.0741576,0.08294586
"110573",2013-07-23 12:00:00,6529,"WS07",14.37,18.12,13.28423,0.06308973,0.6765357,608.8821,-2.43,6,0.06350309,0.07649539
"110669",2013-07-24 12:00:00,6625,"WS07",14.36,18.65,12.95813,0.04405028,0.1702491,153.2242,-0.241,2,0.04379281,0.06262767
"110765",2013-07-25 12:00:00,6721,"WS07",14.4,17.81,13.57399,-0.0005911771,11.29,10161,-3.013,102,-0.00367761,0.04208236
"110861",2013-07-26 12:00:00,6817,"WS07",13.98,17.28,10.43737,-0.0005461528,11.29,10161,-1.13,102,-0.0006180035,-0.0004025001
"110957",2013-07-27 12:00:00,6913,"WS07",14.13,17.4,8.994339,-0.0004169286,11.29,10161,-0.019,101,-0.003120199,0.03634791
"111053",2013-07-28 12:00:00,7009,"WS07",14.37,17.15,13.24306,-0.0002700469,11.22728,10104.55,-0.197,101,-0.0004114382,0.0005241078
"111149",2013-07-29 12:00:00,7105,"WS07",14.43,16.45,9.288207,-0.0003585698,11.29,10161,-3.728,101,-0.0003610762,-0.0001563583
"111245",2013-07-30 12:00:00,7201,"WS07",14.42,16.81,13.51678,-0.0003790671,11.29,10161,-5.626,101,-0.0003788564,-0.0002272292
"111341",2013-07-31 12:00:00,7297,"WS07",13.52,17.47,8.281338,-0.0003266308,10.6126,9551.34,3.567,96,-0.0008453231,-3.882426e-05
"111437",2013-08-01 12:00:00,7393,"WS07",13.82,17.83,6.143776,-0.0003234501,11.26491,10138.42,2.116,102,-0.000782906,0.0001640289
"111533",2013-08-02 12:00:00,7489,"WS07",14.4,17.49,16.80927,-0.0003494323,11.29,10161,1.715,101,-0.0003842159,-0.0002066054
"111629",2013-08-03 12:00:00,7585,"WS07",14.39,18.1,53.88178,-0.0003360195,11.29,10161,1.734,101,-0.0003898624,-0.0002610215
"111725",2013-08-04 12:00:00,7681,"WS07",14.37,18.64,25.54404,-0.0003020419,11.23982,10115.84,-1.977,101,-0.0003881755,-0.0002571212
"111905",2011-12-27 12:00:00,89,"WS07",13.25,3.601,46.13606,0.2266774,6.424289,5781.86,6.381,57,0.1910598,0.257484
"112001",2011-12-28 12:00:00,185,"WS07",13.08,-1.6,9.383376,0.2041762,4.688816,4219.935,5.054,43,0.202616,0.2257646
"112097",2011-12-29 12:00:00,281,"WS07",14.82,-1.044,10.78644,0.2000923,4.412045,3970.84,4.918,40,0.2004516,0.2047604
"112193",2011-12-30 12:00:00,377,"WS07",14.78,1.365,79.73884,0.1974012,4.235771,3812.194,5.364,38,0.1962931,0.2007696
"112289",2011-12-31 12:00:00,473,"WS07",14.71,3.17,17.10965,0.1913749,3.858177,3472.36,5.986,35,0.1909154,0.199102
"112385",2012-01-01 12:00:00,569,"WS07",14.56,9.67,63.51786,0.1934127,3.983349,3585.014,6.786,36,0.1894319,0.195086
"112481",2012-01-02 12:00:00,665,"WS07",14.91,-3.152,20.77125,0.1881291,3.664462,3298.016,4.678,33,0.1872478,0.193548
"112577",2012-01-03 12:00:00,761,"WS07",12.93,-9.38,6.68679,0.183751,3.413546,3072.191,2.384,31,0.1834538,0.1894491
"112673",2012-01-04 12:00:00,857,"WS07",13.24,-3.725,21.83132,0.1826104,3.350122,3015.11,2.863,30,0.1827386,0.1853705
"112769",2012-01-05 12:00:00,953,"WS07",14.82,-0.168,20.6505,0.1827475,3.357723,3021.95,3.65,30,0.1827406,0.1872083
"112865",2012-01-06 12:00:00,1049,"WS07",14.8,0.985,21.36247,0.1780619,3.105073,2794.566,4.135,28,0.1779367,0.182993
"112961",2012-01-07 12:00:00,1145,"WS07",14.63,8.46,93.81239,0.1780598,3.104965,2794.469,5.404,28,0.1775732,0.1792424
"113057",2012-01-08 12:00:00,1241,"WS07",13.95,7.696,54.93757,0.1791609,3.163146,2846.832,6.121,28,0.1781599,0.1823417
"113153",2012-01-09 12:00:00,1337,"WS07",13.32,8.91,23.46642,0.1838925,3.421475,3079.327,6.868,31,0.1793761,0.1859487
"113249",2012-01-10 12:00:00,1433,"WS07",14.57,9.01,68.04706,0.177567,3.079156,2771.24,7.323,28,0.1773468,0.1837948
"113345",2012-01-11 12:00:00,1529,"WS07",12.85,8.58,8.921039,0.2516933,8.804879,7924.391,7.472,80,0.1774052,0.2548696
"113441",2012-01-12 12:00:00,1625,"WS07",14.69,5.303,60.56245,0.1958805,4.13838,3724.542,6.731,37,0.195769,0.2523991
"113537",2012-01-13 12:00:00,1721,"WS07",13.38,-6.779,13.03707,0.186306,3.558496,3202.646,3.874,32,0.18634,0.2032585
"113633",2012-01-14 12:00:00,1817,"WS07",14.98,-5.35,12.12828,0.1814759,3.287859,2959.073,2.909,30,0.1813181,0.1864996
"113729",2012-01-15 12:00:00,1913,"WS07",14.9,-2.745,13.10572,0.1782087,3.112794,2801.515,3.233,28,0.1782174,0.1839864
"113825",2012-01-16 12:00:00,2009,"WS07",14.81,0.317,30.70629,0.178986,3.153856,2838.47,3.624,28,0.1780838,0.1828197
"113921",2012-01-17 12:00:00,2105,"WS07",13.56,5.759,27.02095,0.1771262,3.056194,2750.574,4.576,28,0.1762715,0.179585
"114017",2012-01-18 12:00:00,2201,"WS07",14.78,-0.564,25.2344,0.1920135,3.897055,3507.349,4.52,35,0.1750634,0.2611086
"114113",2012-01-19 12:00:00,2297,"WS07",14.91,-1.312,98.29616,0.1838732,3.420399,3078.359,3.776,31,0.1839076,0.1915204
"114209",2012-01-20 12:00:00,2393,"WS07",13.68,3.076,63.81733,0.1820253,3.317908,2986.117,4.533,30,0.1820855,0.184088
"114305",2012-01-21 12:00:00,2489,"WS07",13.03,8.74,18.3698,0.2136607,5.376694,4839.024,6.189,49,0.181132,0.2174775
"114401",2012-01-22 12:00:00,2585,"WS07",13.1,6.308,17.42052,0.1897939,3.762936,3386.642,6.365,34,0.1896708,0.2225228
"114497",2012-01-23 12:00:00,2681,"WS07",12.96,4.267,26.64433,0.2384076,7.478302,6730.472,5.979,67,0.1886649,0.2391289
"114593",2012-01-24 12:00:00,2777,"WS07",14.74,3.199,21.15692,0.1970494,4.213042,3791.738,5.902,37,0.1834875,0.2377404
"114689",2012-01-25 12:00:00,2873,"WS07",14.76,5.36,83.23112,0.1945337,4.053118,3647.806,5.9,36,0.1943292,0.1972807
"114785",2012-01-26 12:00:00,2969,"WS07",12.96,9.84,15.04928,0.1923428,3.917187,3525.468,7.152,35,0.1922031,0.1944357
"114881",2012-01-27 12:00:00,3065,"WS07",13.79,5.278,25.5133,0.1981449,4.285551,3856.996,7.264,39,0.1915808,0.2175592
"114977",2012-01-28 12:00:00,3161,"WS07",14.77,2.441,21.14401,0.1864382,3.566117,3209.505,5.917,32,0.1892604,0.1979562
"115073",2012-01-29 12:00:00,3257,"WS07",14.88,-1.028,22.62827,0.1821395,3.324192,2991.773,4.762,30,0.181689,0.1861799
"115169",2012-01-30 12:00:00,3353,"WS07",14.83,0.833,21.46139,0.1793299,3.172313,2855.082,4.579,29,0.1789833,0.1823374
"115265",2012-01-31 12:00:00,3449,"WS07",14.79,3.575,78.35504,0.1777864,3.090631,2781.568,4.908,28,0.1772813,0.1806009
"115361",2012-02-01 12:00:00,3545,"WS07",14.64,7.771,58.24306,0.1757078,2.983086,2684.777,5.904,27,0.1756555,0.1780041
"115457",2012-02-02 12:00:00,3641,"WS07",14.67,7.29,22.8063,0.1860198,3.542103,3187.893,6.649,32,0.1756999,0.2084255
"115553",2012-02-03 12:00:00,3737,"WS07",14.79,3.037,26.13054,0.1792635,3.168608,2851.747,5.784,28,0.1791595,0.1861176
"115649",2012-02-04 12:00:00,3833,"WS07",13.02,6.404,26.32461,0.1840816,3.432233,3089.01,6.17,30,0.1771498,0.1841691
"115745",2012-02-05 12:00:00,3929,"WS07",14.57,9.78,64.67975,0.183993,3.427139,3084.425,7.144,30,0.180631,0.1942649
"115841",2012-02-06 12:00:00,4025,"WS07",14.74,4.194,94.56677,0.1778488,3.093902,2784.512,6.471,28,0.1776238,0.1836455
"115937",2012-02-07 12:00:00,4121,"WS07",14.88,0.521,27.69578,0.1734325,2.868261,2581.435,5.558,26,0.1724067,0.1772234
"116033",2012-02-08 12:00:00,4217,"WS07",14.82,2.505,54.33673,0.1706867,2.733653,2460.288,5.673,25,0.1706032,0.1737967
"116129",2012-02-09 12:00:00,4313,"WS07",14.91,-0.905,28.78659,0.1695682,2.68007,2412.063,4.552,24,0.1695054,0.1713575
"116225",2012-02-10 12:00:00,4409,"WS07",14.87,1.445,98.65958,0.1667701,2.549069,2294.162,4.622,23,0.1603221,0.1697188
"116321",2012-02-11 12:00:00,4505,"WS07",14.67,-1.305,24.91014,0.1661091,2.518771,2266.894,4.331,23,0.16535,0.1676073
"116417",2012-02-12 12:00:00,4601,"WS07",15.11,-7.836,23.92781,0.1661054,2.518608,2266.747,1.531,23,0.1649466,0.1665748
"116513",2012-02-13 12:00:00,4697,"WS07",14.95,-2.059,23.4849,0.1627103,2.366738,2130.064,2.218,21,0.1635922,0.1680913
"116609",2012-02-14 12:00:00,4793,"WS07",12.9,-0.032,13.11809,0.1648043,2.45965,2213.685,2.957,22,0.162836,0.1672697
"116705",2012-02-15 12:00:00,4889,"WS07",14.87,0.765,30.33824,0.1629964,2.37928,2141.352,3.472,21,0.162976,0.166568
"116801",2012-02-16 12:00:00,4985,"WS07",13.5,6.542,24.22403,0.1745806,2.925967,2633.37,4.534,27,0.1623088,0.1733103
"116897",2012-02-17 12:00:00,5081,"WS07",14.78,3.955,106.3121,0.1636297,2.407285,2166.557,4.662,22,0.1631882,0.1772223
"116993",2012-02-18 12:00:00,5177,"WS07",14.74,5.593,113.201,0.1448233,1.666923,1500.23,5.089,15,0.1314527,0.1645214
"117089",2012-02-19 12:00:00,5273,"WS07",13.16,5.007,21.68468,0.1664097,2.532591,2279.332,5.55,22,0.139692,0.1647263
"117185",2012-02-20 12:00:00,5369,"WS07",14.9,0.24,23.6448,0.165428,2.487791,2239.012,4.365,22,0.1655643,0.1797679
"117260",2011-07-07 12:00:00,74,"WS07",14.28,19.59,6.439602,0.139422,2.692075,2422.868,15.81,24,0.1393012,0.1470169
"117356",2011-07-08 12:00:00,170,"WS07",14.3,20.22,25.77429,0.1454557,3.010933,2709.84,15.94,27,0.1380218,0.1477276
"117452",2011-07-09 12:00:00,266,"WS07",14.32,20.14,28.4178,0.1405689,2.750747,2475.672,16.07,25,0.1347572,0.1444562
"117548",2011-07-10 12:00:00,362,"WS07",14.28,20.44,10.9245,0.1382706,2.633943,2370.549,16.29,24,0.1345922,0.1405038
"117644",2011-07-11 12:00:00,458,"WS07",14.23,21.32,4.078703,0.137361,2.58858,2329.722,16.47,23,0.1357194,0.1387427
"117740",2011-07-12 12:00:00,554,"WS07",14.33,19.35,14.45776,0.1352821,2.486733,2238.06,16.72,22,0.1323405,0.1372247
"117836",2011-07-13 12:00:00,650,"WS07",14.28,21.47,13.26197,0.1319539,2.328914,2096.023,16.86,21,0.1314296,0.135323
"117932",2011-07-14 12:00:00,746,"WS07",14.31,20.05,21.72296,0.1329253,2.374315,2136.883,16.88,22,0.1299727,0.1331458
"118031",2011-07-15 12:00:00,845,"WS07",13.36,16.94,6.161568,0.1352459,2.48498,2236.482,16.43,22,0.1324103,0.1357959
"118127",2011-07-16 12:00:00,941,"WS07",13.71,15.88,13.24859,0.1365002,2.546105,2291.494,15.69,23,0.1340378,0.1377296
"118223",2011-07-17 12:00:00,1037,"WS07",14.38,18.03,17.25232,0.1326558,2.361666,2125.5,15.54,22,0.1326598,0.1366219
"118319",2011-07-18 12:00:00,1133,"WS07",14.33,19.53,16.6639,0.1330223,2.378898,2141.008,15.73,21,0.1299868,0.1338466
"118415",2011-07-19 12:00:00,1229,"WS07",14.28,21.49,19.24035,0.1313301,2.300041,2070.037,16.22,21,0.1308115,0.1337578
"118511",2011-07-20 12:00:00,1325,"WS07",14.25,22.79,22.45707,0.1263476,2.077416,1869.675,16.68,19,0.1268765,0.1321805
"118607",2011-07-21 12:00:00,1421,"WS07",14.28,21.45,17.65035,0.1274617,2.125999,1913.399,16.91,19,0.1238819,0.1395964
"118703",2011-07-22 12:00:00,1517,"WS07",14.21,21.42,2.44214,0.1262725,2.074178,1866.76,17.06,19,0.1253456,0.1277592
"118799",2011-07-23 12:00:00,1613,"WS07",14.24,21.55,7.031813,0.127373,2.122086,1909.877,17.16,19,0.1255581,0.128075
"118895",2011-07-24 12:00:00,1709,"WS07",14.25,21.88,13.22472,0.1265579,2.086528,1877.875,17.19,19,0.1236786,0.127836
"118991",2011-07-25 12:00:00,1805,"WS07",14.24,21.34,7.68491,0.119051,1.776338,1598.704,17.24,16,0.1174327,0.12721
"119087",2011-07-26 12:00:00,1901,"WS07",14.28,21.47,16.97714,0.1194858,1.793451,1614.106,17.08,17,0.1172022,0.1207543
"119183",2011-07-27 12:00:00,1997,"WS07",14.28,20.93,12.94233,0.1218049,1.886538,1697.884,17.19,17,0.1161205,0.1210285
"119279",2011-07-28 12:00:00,2093,"WS07",14.25,22.7,15.11672,0.1222996,1.906769,1716.092,17.23,17,0.1198846,0.1243576
"119375",2011-07-29 12:00:00,2189,"WS07",14.21,22.35,9.763741,0.1228037,1.927529,1734.776,17.25,17,0.1202275,0.1239395
"119471",2011-07-30 12:00:00,2285,"WS07",14.25,22.91,21.54107,0.1211417,1.859612,1673.651,17.33,16,0.1211139,0.12937
"119567",2011-07-31 12:00:00,2381,"WS07",14.25,20.71,13.06024,0.1773566,5.075919,4568.327,17.5,46,0.1190597,0.1572317
"119663",2011-08-01 12:00:00,2477,"WS07",14.29,21.5,19.75762,0.1273765,2.122237,1910.013,17.47,19,0.1273448,0.1748564
"119759",2011-08-02 12:00:00,2573,"WS07",14.27,22.03,12.3708,0.1232713,1.946945,1752.25,17.39,17,0.1199649,0.1265288
"119855",2011-08-03 12:00:00,2669,"WS07",14.29,21.67,13.57314,0.1197378,1.803442,1623.097,17.18,16,0.11424,0.1235219
"119948",2011-08-04 12:00:00,2762,"WS07",14.25,22.31,63.77303,0.1183659,1.749546,1574.591,17.42,15,0.1170476,0.1210054
"120044",2011-08-05 12:00:00,2858,"WS07",14.27,21.86,14.77228,0.1173126,1.708864,1537.978,17.63,15,0.1158183,0.1185258
"120140",2011-08-06 12:00:00,2954,"WS07",14.26,20.85,8.860847,0.1176923,1.72346,1551.114,17.56,16,0.1142279,0.1180219
"120236",2011-08-07 12:00:00,3050,"WS07",14.28,21.56,32.0966,0.1156381,1.645402,1480.862,17.48,15,0.1147344,0.1251405
"120332",2011-08-08 12:00:00,3146,"WS07",14.25,22.71,33.61372,0.122844,1.929196,1736.277,17.75,17,0.1141133,0.1252178
"120428",2011-08-09 12:00:00,3242,"WS07",14.28,21.01,14.29328,0.1238191,1.969764,1772.787,17.55,17,0.1204255,0.1237697
"120524",2011-08-10 12:00:00,3338,"WS07",14.3,20.9,32.93093,0.1225812,1.918355,1726.519,17.13,17,0.1200619,0.1239003
"120620",2011-08-11 12:00:00,3434,"WS07",14.27,21.16,7.719136,0.1198414,1.807534,1626.781,17.08,16,0.1182116,0.1228288
"120716",2011-08-12 12:00:00,3530,"WS07",14.27,20.09,9.215037,0.1195105,1.102443,992.199,16.94,10,0.1171035,0.1196788
"120812",2011-08-13 12:00:00,3626,"WS07",14.31,20.56,24.62234,0.1172173,1.035255,931.7295,16.97,10,0.1149133,0.1199995
"120908",2011-08-14 12:00:00,3722,"WS07",14.31,19.44,20.9308,0.1271495,1.348141,1213.327,17,13,0.1159458,0.1483881
"121004",2011-08-15 12:00:00,3818,"WS07",14.4,17.16,20.4941,0.1144423,0.9578311,862.048,16.08,8,0.113593,0.127004
"121100",2011-08-16 12:00:00,3914,"WS07",14.41,17.1,17.4681,0.1149845,0.9726024,875.3422,15.43,9,0.112946,0.1159437
"121196",2011-08-17 12:00:00,4010,"WS07",14.31,19.08,7.44847,0.1155321,0.9877121,888.9409,15.74,9,0.1142504,0.1164997
"121292",2011-08-18 12:00:00,4106,"WS07",14.31,19.47,11.88791,0.1121383,0.8966137,806.9523,15.96,8,0.1110225,0.1155663
"121388",2011-08-19 12:00:00,4202,"WS07",14.35,18.95,15.28959,0.1332244,1.5687,1411.83,16.13,14,0.1106256,0.2165368
"121484",2011-08-20 12:00:00,4298,"WS07",14.32,20.17,18.86493,0.1162786,1.008579,907.7209,16.37,9,0.1152616,0.1353634
"121580",2011-08-21 12:00:00,4394,"WS07",14.31,20.59,11.93457,0.1140309,0.9466652,851.9987,16.69,9,0.1124448,0.116953
"121676",2011-08-22 12:00:00,4490,"WS07",14.01,20.87,36.03055,0.1070733,0.7717435,694.5692,16.87,7,0.1059603,0.1139418
"121772",2011-08-23 12:00:00,4586,"WS07",14.4,17.46,19.82415,0.1105212,0.855316,769.7844,15.88,8,0.1055019,0.1116131
"121868",2011-08-24 12:00:00,4682,"WS07",14.39,17.84,16.82048,0.1078713,0.7905332,711.4799,15.63,7,0.1079663,0.110596
"121964",2011-08-25 12:00:00,4778,"WS07",14.33,19.75,13.30588,0.1091789,0.8220592,739.8533,16.01,7,0.1072505,0.1093456
"122060",2011-08-26 12:00:00,4874,"WS07",14.31,20.8,20.18968,0.1068904,0.7674441,690.6997,16.46,7,0.1065505,0.1092773
"122158",2011-08-27 12:00:00,4972,"WS07",14.31,20.39,24.57712,0.107001,0.7700315,693.0284,16.67,7,0.1040902,0.1082576
"122254",2011-08-28 12:00:00,5068,"WS07",14.35,19.01,11.09412,0.1043549,0.709923,638.9307,15.76,6,0.1000881,0.107464
"122350",2011-08-29 12:00:00,5164,"WS07",14.35,18.86,16.63323,0.105401,0.7342086,660.7877,15.49,7,0.1023056,0.1104342
"122446",2011-08-30 12:00:00,5260,"WS07",14.34,19.03,43.91913,0.1094271,0.8281414,745.3273,15.53,8,0.1066595,0.1136182
"122542",2011-08-31 12:00:00,5356,"WS07",14.33,19.78,20.88481,0.1056788,0.7395671,665.6104,15.91,6,0.1031475,0.1094687
"122638",2011-09-01 12:00:00,5452,"WS07",14.3,20.68,22.5341,0.1046729,0.71696,645.264,16.07,7,0.1016151,0.1060093
"122734",2011-09-02 12:00:00,5548,"WS07",14.28,21.69,15.67245,0.1044491,0.7119948,640.7953,16.41,6,0.1022585,0.1054544
"122830",2011-09-03 12:00:00,5644,"WS07",14.29,21.2,20.05137,0.09915511,0.6013955,541.256,16.61,5,0.09925946,0.1047048
"122926",2011-09-04 12:00:00,5740,"WS07",14.31,20.11,11.84845,0.1011785,0.6421454,577.9308,16.67,5,0.0972005,0.1025729
"123022",2011-09-05 12:00:00,5836,"WS07",13,17.59,5.044886,0.1574985,2.701168,2431.052,16.55,25,0.09816694,0.167567
"123118",2011-09-06 12:00:00,5932,"WS07",13.28,14.38,5.434292,0.1762802,3.892427,3503.185,16.07,35,0.1333907,0.3888753
"123214",2011-09-07 12:00:00,6028,"WS07",14.47,12.99,18.48457,0.1585944,2.761801,2485.621,14.69,24,0.1592625,0.1758097
"123310",2011-09-08 12:00:00,6124,"WS07",14.5,13.47,18.16397,0.1431977,1.982628,1784.365,14.4,18,0.143435,0.158353
"123406",2011-09-09 12:00:00,6220,"WS07",14.47,13.42,13.60187,0.1372907,1.729253,1556.328,14.07,15,0.1370673,0.14405
"123502",2011-09-10 12:00:00,6316,"WS07",14.49,14.2,19.59812,0.1274618,1.358775,1222.897,13.75,12,0.1269214,0.1371908
"123598",2011-09-11 12:00:00,6412,"WS07",14.46,15.17,11.97998,0.1243092,1.252693,1127.424,13.86,12,0.1241032,0.1275229
"123694",2011-09-12 12:00:00,6508,"WS07",14.4,16.33,16.427,0.1217702,1.171549,1054.394,14.17,10,0.1226977,0.1247608
"123790",2011-09-13 12:00:00,6604,"WS07",14.43,16.28,11.3249,0.1243245,1.253196,1127.876,14.23,11,0.1210022,0.125048
"123886",2011-09-14 12:00:00,6700,"WS07",14.41,17.2,9.019704,0.1216645,1.168242,1051.417,14.42,11,0.1205589,0.1244722
"123982",2011-09-15 12:00:00,6796,"WS07",14.4,17.56,16.5555,0.1225651,1.196544,1076.89,14.63,11,0.1202964,0.122665
