"","date.time","RECORD","stream","Batt_V_","LoggerTemp_C_","PAR_umol_s_m2_Avg","WaterDep","Discharge_Ls_Avg","total.discharge","average.water.etmp","number.of.strokes","previous.min","previous.max"
"82146",2012-11-29 12:00:00,26881,"WS07",14.43,0.884,14.13827,0.1313222,3.458937,3113.043,2.178,31,0.1305325,0.1325865
"82242",2012-11-30 12:00:00,26977,"WS07",14.4,1.228,19.58686,0.1310169,3.436908,3093.217,2.551,31,0.1310014,0.1332323
"82338",2012-12-01 12:00:00,27073,"WS07",14.69,5.765,36.31984,0.1297184,3.344126,3009.713,4.984,30,0.1292517,0.1315942
"82434",2012-12-02 12:00:00,27169,"WS07",14.61,8.8,37.32712,0.1316932,3.485969,3137.372,6.262,31,0.129289,0.1313082
"82530",2012-12-03 12:00:00,27265,"WS07",14.32,7.221,23.49574,0.1321608,3.519966,3167.97,8.11,32,0.1306169,0.13412
"82626",2012-12-04 12:00:00,27361,"WS07",14.31,9.89,21.91888,0.1308641,3.42592,3083.328,-1.065,31,0.126986,0.1329781
"82722",2012-12-05 12:00:00,27457,"WS07",13.47,10.64,44.43467,0.1294455,3.324865,2992.378,-1.126,29,0.128926,0.1329607
"82818",2012-12-06 12:00:00,27553,"WS07",13.5,6.23,46.96022,0.1275182,3.190633,2871.57,-1.315,28,0.1259954,0.1301111
"82914",2012-12-07 12:00:00,27649,"WS07",13.33,8.88,30.03335,0.129991,3.36351,3027.159,-0.037,30,0.1270498,0.1304312
"83010",2012-12-08 12:00:00,27745,"WS07",14.51,10.51,50.81129,0.1294584,3.325774,2993.197,-1.931,30,0.1282993,0.1313478
"83106",2012-12-09 12:00:00,27841,"WS07",13.84,10.68,39.14979,0.1283129,3.245655,2921.089,-3.678,29,0.1265451,0.1337562
"83202",2012-12-10 12:00:00,27937,"WS07",13.14,11.06,38.51241,0.1622515,6.184597,5566.137,-2.895,55,0.1265542,0.1618047
"83298",2012-12-11 12:00:00,28033,"WS07",14.77,2.789,62.36095,0.1359239,3.802213,3421.992,-5.126,34,0.1361317,0.1792131
"83394",2012-12-12 12:00:00,28129,"WS07",14.2,3.147,57.89217,0.1267141,3.135661,2822.095,9.29,29,0.1268067,0.1363318
"83490",2012-12-13 12:00:00,28225,"WS07",14.3,1.581,19.04538,0.1279742,3.222049,2899.844,2.538,29,0.1235881,0.1288607
"83586",2012-12-14 12:00:00,28321,"WS07",14.24,0.86,16.88075,0.1213334,2.783288,2504.959,8.69,25,0.1211228,0.1278697
"83682",2012-12-15 12:00:00,28417,"WS07",14.67,5.602,74.86214,0.1212366,2.777246,2499.521,10.66,25,0.1204659,0.1229854
"83778",2012-12-16 12:00:00,28513,"WS07",12.99,8.08,15.62216,0.1245212,2.988863,2689.977,9.95,27,0.1204318,0.1230016
"83874",2012-12-17 12:00:00,28609,"WS07",12.94,7.761,20.7288,0.1465497,4.676436,4208.792,0.025,42,0.1262095,0.1614951
"83970",2012-12-18 12:00:00,28705,"WS07",13.63,2.245,11.07947,0.1328502,3.570623,3213.561,-3.8,32,0.1330072,0.1784572
"84066",2012-12-19 12:00:00,28801,"WS07",13.8,3.439,11.66495,0.1253068,3.040895,2736.805,-11.29,27,0.1253849,0.132797
"84162",2012-12-20 12:00:00,28897,"WS07",13.18,4.539,11.30541,0.1295671,3.333643,3000.279,-10.9,30,0.1187223,0.1270408
"84258",2012-12-21 12:00:00,28993,"WS07",13.79,-2.288,68.90541,0.1363507,3.83514,3451.626,-13.04,34,0.132455,0.2536272
"84354",2012-12-22 12:00:00,29089,"WS07",14.24,-2.906,15.25809,0.1256916,3.06662,2759.958,-14.63,27,0.1250109,0.1361473
"84450",2012-12-23 12:00:00,29185,"WS07",14.83,1.537,69.17509,0.1240105,2.955262,2659.736,-14.77,27,0.1226867,0.1259445
"84546",2012-12-24 12:00:00,29281,"WS07",12.92,4.194,6.455869,0.1952642,10.28565,9257.082,-12.51,93,0.1223957,0.1992903
"84642",2012-12-25 12:00:00,29377,"WS07",13.63,4.312,45.42428,0.1446265,4.508951,4058.056,-11.36,40,0.1444795,0.1945457
"84738",2012-12-26 12:00:00,29473,"WS07",12.82,6.576,19.33809,0.2463044,19.46597,17519.38,-11.21,175,0.1403593,0.2870076
"84834",2012-12-27 12:00:00,29569,"WS07",13.1,-1.692,13.26219,0.1891385,9.423178,8480.86,-15.45,84,0.1892631,0.2446159
"84930",2012-12-28 12:00:00,29665,"WS07",13.58,0.367,21.54651,0.1762283,7.75987,6983.883,-14.8,70,0.1761406,0.1889302
"85026",2012-12-29 12:00:00,29761,"WS07",13.82,0.986,59.84698,0.1809331,8.342408,7508.167,-10.66,75,0.1762777,0.1902615
"85122",2012-12-30 12:00:00,29857,"WS07",13.62,-3.047,14.47827,0.1696214,6.986528,6287.875,-14.7,63,0.1697296,0.1835025
"85218",2012-12-31 12:00:00,29953,"WS07",13.69,-0.291,34.7682,0.1668511,6.677537,6009.784,-15.51,60,0.1664522,0.1708809
"85314",2013-01-01 12:00:00,30049,"WS07",13.32,3.784,44.13888,0.1797881,8.198035,7378.232,-14.59,73,0.1666792,0.1805139
"85410",2013-01-02 12:00:00,30145,"WS07",13.55,3.415,48.73159,0.1875431,9.206592,8285.933,-14.44,83,0.1789938,0.2037407
"85506",2013-01-03 12:00:00,30241,"WS07",13.5,2.123,62.80431,0.1762315,7.760192,6984.173,-14.59,70,0.1764738,0.1869603
"85602",2013-01-04 12:00:00,30337,"WS07",13.59,-1.709,12.59482,0.169646,6.989424,6290.482,-17.98,63,0.1688436,0.176246
"85698",2013-01-05 12:00:00,30433,"WS07",13.74,0.019,25.36263,0.1720622,7.266203,6539.583,-19.01,65,0.1715287,0.1743111
"85794",2013-01-06 12:00:00,30529,"WS07",13.59,1.741,13.7567,0.1722215,7.284687,6556.218,-13.38,65,0.1717138,0.1748131
"85890",2013-01-07 12:00:00,30625,"WS07",13.58,-0.469,12.71899,0.1660944,6.594654,5935.188,-15.93,59,0.1658174,0.1721948
"85986",2013-01-08 12:00:00,30721,"WS07",13.67,1.785,58.89265,0.163656,6.332094,5698.885,-16.47,57,0.1617085,0.1660535
"86082",2013-01-09 12:00:00,30817,"WS07",13.07,8.7,13.3082,0.1626473,6.225484,5602.936,-15.5,56,0.162192,0.1646983
"86178",2013-01-10 12:00:00,30913,"WS07",13.23,9.15,24.32049,0.1629248,6.254698,5629.228,-17.66,56,0.1625473,0.1656877
"86274",2013-01-11 12:00:00,31009,"WS07",12.82,10.6,8.538509,0.2156968,13.51948,12167.53,-14.49,122,0.162239,0.2337679
"86370",2013-01-12 12:00:00,31105,"WS07",13.25,13.49,57.82369,0.193925,10.093,9083.698,-14.06,91,0.1953262,0.2491813
"86466",2013-01-13 12:00:00,31201,"WS07",12.95,12.03,9.969714,0.1782237,8.003641,7203.277,-14.73,72,0.1781401,0.1936579
"86562",2013-01-14 12:00:00,31297,"WS07",12.77,13.46,8.451166,0.2535357,21.07803,18970.22,-13.88,189,0.1744953,0.2809906
"86658",2013-01-15 12:00:00,31393,"WS07",12.86,11.7,22.83352,0.301053,33.78778,30409,-13.82,304,0.2297987,0.3140729
"86754",2013-01-16 12:00:00,31489,"WS07",12.94,12.53,25.30564,0.2850853,29.0888,26179.92,-14.36,262,0.2854312,0.3393818
"86850",2013-01-17 12:00:00,31585,"WS07",12.71,10,7.600137,0.2590752,22.36625,20129.63,-15.15,202,0.2493786,0.2834681
"86946",2013-01-18 12:00:00,31681,"WS07",12.86,-0.704,12.89485,0.2462044,19.44428,17499.86,-18.42,175,0.2461326,0.3355193
"87042",2013-01-19 12:00:00,31777,"WS07",13.19,-0.766,13.31846,0.2181924,13.95373,12558.35,-19.5,126,0.2158455,0.2557712
"87138",2013-01-20 12:00:00,31873,"WS07",13.25,1.386,14.14391,0.193006,9.962266,8966.039,-19.66,89,0.1946389,0.2182249
"87234",2013-01-21 12:00:00,31969,"WS07",13.29,0.747,14.71426,0.1823306,8.520525,7668.473,-24.12,77,0.182154,0.1979892
"87330",2013-01-22 12:00:00,32065,"WS07",13.34,-3.611,14.8457,0.1830054,8.607472,7746.726,-20.86,77,0.1807417,0.1867773
"87426",2013-01-23 12:00:00,32161,"WS07",13.44,-3.037,18.28012,0.1891107,9.423886,8481.498,-21.04,85,0.1765147,0.1899449
"87522",2013-01-24 12:00:00,32257,"WS07",13.4,0.22,14.67949,0.1803579,8.269631,7442.668,-27.13,75,0.1794059,0.1920395
"87618",2013-01-25 12:00:00,32353,"WS07",12.97,-4.617,8.842584,0.1731676,7.39519,6655.671,-21.18,66,0.1713831,0.184993
"87714",2013-01-26 12:00:00,32449,"WS07",13.43,-0.029,58.68889,0.1673814,6.736021,6062.418,-14.65,61,0.1674911,0.1856249
"87810",2013-01-27 12:00:00,32545,"WS07",13.73,-0.296,24.58175,0.158156,5.764538,5188.084,-18.59,52,0.1578658,0.1690579
"87906",2013-01-28 12:00:00,32641,"WS07",13.5,5.025,46.78985,0.155017,5.455686,4910.117,-19.96,49,0.1537644,0.1604609
"88002",2013-01-29 12:00:00,32737,"WS07",13.83,7.928,65.48714,0.147085,4.722664,4250.397,-21.58,43,0.1466686,0.1551331
"88098",2013-01-30 12:00:00,32833,"WS07",12.9,9.83,9.099132,0.2819276,28.21863,25396.77,-24.58,254,0.1412045,0.3127167
"88194",2013-01-31 12:00:00,32929,"WS07",12.92,-2.332,18.87715,0.2664665,24.1631,21746.79,-11.01,218,0.2583798,0.4522291
"88290",2013-02-01 12:00:00,33025,"WS07",13.34,-4.948,16.60956,0.2565662,21.77588,19598.29,-12.1,196,0.2557504,0.297476
"88386",2013-02-02 12:00:00,33121,"WS07",13.41,-2.284,60.58333,0.2607976,22.77641,20498.77,-12.62,205,0.2524224,0.2644503
"88482",2013-02-03 12:00:00,33217,"WS07",12.77,-1.369,8.070237,0.1811117,8.365205,7528.684,-11.91,76,0.1821427,0.2603897
"88578",2013-02-04 12:00:00,33313,"WS07",12.8,-1.452,6.964299,0.1343533,3.682792,3314.513,-12.81,33,0.1335003,0.1794494
"88674",2013-02-05 12:00:00,33409,"WS07",12.9,-2.315,59.18528,0.02855779,0.05260443,47.34399,-27.78,1,0.02966268,0.1525043
"88770",2013-02-06 12:00:00,33505,"WS07",13.42,-0.201,26.76144,-0.002429035,11.29,10161,-28.14,102,-0.003288054,0.03515845
"88866",2013-02-07 12:00:00,33601,"WS07",13.23,1.338,50.56023,-0.0142711,11.29,10161,-28.7,102,-0.01414763,0.004625399
"88962",2013-02-08 12:00:00,33697,"WS07",12.98,4.47,73.13947,-0.02765454,11.29,10161,-28.99,101,-0.02825032,-0.01489571
"89058",2013-02-09 12:00:00,33793,"WS07",13.51,-0.156,32.87544,-0.0340706,11.29,10161,-28.89,102,-0.03411938,-0.02517144
"89154",2013-02-10 12:00:00,33889,"WS07",14.51,2.198,106.2623,-0.03999319,11.29,10161,-30.04,101,-0.04005427,-0.03403251
"89250",2013-02-11 12:00:00,33985,"WS07",13.2,8.36,48.86655,-0.02786158,11.29,10161,-30.59,102,-0.0397654,-0.01759231
"89346",2013-02-12 12:00:00,34081,"WS07",13.99,2.206,26.68125,-0.03246481,11.29,10161,-30.01,102,-0.03292629,-0.02636809
"89442",2013-02-13 12:00:00,34177,"WS07",13.23,3.422,62.71245,-0.03351115,11.29,10161,-30.32,101,-0.03517142,-0.03200133
"89538",2013-02-14 12:00:00,34273,"WS07",14.33,-0.881,22.33086,-0.08607183,11.29,10161,-16.79,102,-0.08243307,0.01588936
"89634",2013-02-15 12:00:00,34369,"WS07",14.04,0.961,27.67853,-0.08614587,11.29,10161,-28.77,102,-0.09338368,-0.08556531
"89730",2013-02-16 12:00:00,34465,"WS07",14.19,-0.932,62.97852,-0.08321097,11.29,10161,-27.91,101,-0.08611146,-0.08318317
"89826",2013-02-17 12:00:00,34561,"WS07",13.24,-7.042,19.50106,-0.06296501,11.29,10161,-18.64,102,-0.0832282,-0.05877461
"89922",2013-02-18 12:00:00,34657,"WS07",14.34,-2.527,19.28725,-0.06431028,11.29,10161,-18.44,101,-0.06453115,-0.06179299
"90018",2013-02-19 12:00:00,34753,"WS07",12.88,-0.129,51.55982,-0.05274137,11.29,10161,-26.9,102,-0.06475708,-0.05300576
"90114",2013-02-20 12:00:00,34849,"WS07",14.9,-3.43,52.27377,-0.03560961,11.29,10161,-16.44,101,-0.05694651,-0.03360477
"90210",2013-02-21 12:00:00,34945,"WS07",14.28,-0.629,50.43592,-0.05077301,11.29,10161,-25.87,102,-0.05485249,-0.03017638
"90306",2013-02-22 12:00:00,35041,"WS07",13.24,0.661,42.89598,-0.0387436,11.29,10161,-27.67,101,-0.05386322,0.001095958
"90402",2013-02-23 12:00:00,35137,"WS07",13.59,5.91,81.86818,-0.03435103,11.29,10161,-27.09,102,-0.03901667,-0.02089835
"90498",2013-02-24 12:00:00,35233,"WS07",14.82,1.195,27.46342,-0.002102862,11.27746,10149.71,-26.54,102,-0.03973458,0.01430649
"90594",2013-02-25 12:00:00,35329,"WS07",14.76,2.568,98.85363,-0.02013046,11.29,10161,-26.65,102,-0.02210122,0.0161182
"90690",2013-02-26 12:00:00,35425,"WS07",13.1,4.391,27.17094,-0.004862325,11.29,10161,-26.24,101,-0.05082789,0.03343984
"90786",2013-02-27 12:00:00,35521,"WS07",14.87,0.125,32.63133,-0.00144728,10.37425,9336.829,-25.42,93,-0.006623104,0.01382384
"90882",2013-02-28 12:00:00,35617,"WS07",13.1,-1.034,91.61948,-0.01268729,11.29,10161,-25.3,102,-0.02041566,0.0004185771
"90978",2013-03-01 12:00:00,35713,"WS07",14.83,-0.793,107.3978,-0.02546066,11.29,10161,-17.86,101,-0.02514238,-0.004923648
"91074",2013-03-02 12:00:00,35809,"WS07",13.21,-1.236,30.14749,-0.01934966,11.29,10161,-17.08,102,-0.04178407,0.001833176
"91170",2013-03-03 12:00:00,35905,"WS07",15.01,-6.468,12.992,0.0006259762,3.286653,2957.988,-17.6,29,-0.02593808,0.02949039
"91266",2013-03-04 12:00:00,36001,"WS07",15.01,-3.652,19.31712,-0.01253104,11.29,10161,-17.38,102,-0.03026807,0.02383233
"91362",2013-03-05 12:00:00,36097,"WS07",13,2.598,22.34313,-0.03060617,11.29,10161,-26.09,101,-0.03611392,-0.006758
"91458",2013-03-06 12:00:00,36193,"WS07",13.47,-2.347,21.46295,0.01624886,0.01127516,10.14764,-18.06,0,-0.04939663,0.04361373
"91554",2013-03-07 12:00:00,36289,"WS07",14.9,-1.605,29.05557,0.09515101,1.427612,1284.851,-17.72,13,0.01350614,0.1154459
"91650",2013-03-08 12:00:00,36385,"WS07",14.9,-2.181,17.446,0.09343552,1.357968,1222.171,-21.8,13,0.07783141,0.1074132
"91746",2013-03-09 12:00:00,36481,"WS07",14.84,2.024,62.47293,0.05825248,0.370948,333.8532,-24.62,3,0.06130543,0.09216832
"91842",2013-03-10 12:00:00,36577,"WS07",14.74,4.963,80.67268,0.03380871,0.08326255,74.93629,-24.39,0,0.03514099,0.060897
"91938",2013-03-11 12:00:00,36673,"WS07",13.28,6.242,22.09227,0.005513866,0.000593765,0.5343885,-22.8,0,0.00590662,0.04149167
"92034",2013-03-12 12:00:00,36769,"WS07",14.39,4.834,24.81647,0.02541053,0.038631,34.76789,-23.22,1,-0.06740631,0.02457269
"92130",2013-03-13 12:00:00,36865,"WS07",14.51,0.936,23.58132,0.05567981,0.3279148,295.1233,-23.37,3,0.0262577,0.05930904
"92226",2013-03-14 12:00:00,36961,"WS07",14.54,-1.23,32.23717,0.03654293,0.1031003,92.79029,-17.6,0,0.03726982,0.06136322
"92322",2013-03-15 12:00:00,37057,"WS07",14.75,5.315,39.00431,0.07673426,0.7905641,711.5076,-21.78,7,0.01701274,0.08183055
"92418",2013-03-16 12:00:00,37153,"WS07",14.52,11.21,50.01099,0.08276662,0.9733542,876.0187,-19.77,8,0.07232494,0.1042289
"92514",2013-03-17 12:00:00,37249,"WS07",14.56,12.1,79.84184,0.07845098,0.8400914,756.0823,-17.8,8,0.07049262,0.09375239
"92610",2013-03-18 12:00:00,37345,"WS07",13.61,5.751,24.64637,0.07149483,0.6510221,585.9199,-15.93,6,0.06317639,0.08349001
"92706",2013-03-19 12:00:00,37441,"WS07",14.48,3.702,41.89938,0.06265274,0.4529935,407.6941,-16.35,4,0.02883161,0.07145113
"92802",2013-03-20 12:00:00,37537,"WS07",14.48,1.737,60.59387,0.05270591,0.2818648,253.6783,-17.69,3,0.05125307,0.0652936
"92898",2013-03-21 12:00:00,37633,"WS07",14.57,-1.963,45.26547,0.1013094,1.711962,1540.766,-17.37,16,0.03660477,0.107404
"92994",2013-03-22 12:00:00,37729,"WS07",14.44,0.031,101.92,0.04103794,0.1417942,127.6148,-19.65,1,0.0424547,0.08087453
"93090",2013-03-23 12:00:00,37825,"WS07",14.12,2.727,49.34838,0.02994826,0.05969436,53.72493,-17.88,1,0.02848348,0.04893377
"93186",2013-03-24 12:00:00,37921,"WS07",14.2,6.327,68.42753,0.03564995,0.09624859,86.62373,-15.96,0,0.003184487,0.04481709
"93282",2013-03-25 12:00:00,38017,"WS07",14.48,-1.191,48.5352,0.02951664,0.05738429,51.64586,-17.24,0,0.0262812,0.05199979
"93378",2013-03-26 12:00:00,38113,"WS07",13.54,-1.509,36.3289,0.05974248,0.3978615,358.0753,-17.37,4,0.02915333,0.09131867
"93474",2013-03-27 12:00:00,38209,"WS07",14.57,-1.687,24.73408,0.1972758,10.57933,9521.396,-16.66,95,0.05730242,0.217335
"93570",2013-03-28 12:00:00,38305,"WS07",14.53,-0.061,86.71011,0.1910116,9.682032,8713.828,-17.23,87,0.1533843,0.2013734
"93666",2013-03-29 12:00:00,38401,"WS07",14.41,2.587,121.9983,0.1796988,8.187049,7368.344,-17.85,74,0.1662022,0.2023837
"93762",2013-03-30 12:00:00,38497,"WS07",14.77,4.883,109.0938,0.1701372,7.045324,6340.792,-10.83,64,0.1696392,0.1870742
"93858",2013-03-31 12:00:00,38593,"WS07",14.51,9,48.60185,0.1568845,5.638278,5074.45,-13.7,51,0.09657364,0.1836183
"93954",2013-04-01 12:00:00,38689,"WS07",14.66,7.857,31.39384,0.2020482,11.29725,10167.52,-14.93,102,0.1574485,0.2089992
"94050",2013-04-02 12:00:00,38785,"WS07",14.76,4.634,29.8588,0.2044861,11.67572,10508.14,-16.27,105,0.1852348,0.2148088
"94146",2013-04-03 12:00:00,38881,"WS07",14.72,6.229,80.89189,0.1950608,10.25616,9230.547,-16.35,92,0.1755765,0.2115336
"94242",2013-04-04 12:00:00,38977,"WS07",13.15,1.181,22.41312,0.1771616,7.873303,7085.973,-16.18,71,0.1690226,0.1955879
"94338",2013-04-05 12:00:00,39073,"WS07",14.71,5.557,118.9855,-0.1523999,11.29,10161,-16.54,102,-0.1524001,0.1815883
"94434",2013-04-06 12:00:00,39169,"WS07",14.69,7.682,45.9724,-0.1524001,11.29,10161,-16.3,101,-0.1524003,-0.1523993
"94530",2013-04-07 12:00:00,39265,"WS07",14.63,10.02,76.74431,-0.1524,11.29,10161,-15.83,102,-0.1524006,-0.1523996
"94626",2013-04-08 12:00:00,39361,"WS07",14.53,13.19,93.103,-0.1524001,11.29,10161,-13.17,102,-0.1524003,-0.1028256
"94722",2013-04-09 12:00:00,39457,"WS07",14.46,15.68,80.91477,-0.1524,11.29,10161,-13.52,101,-0.1524003,-0.1524
"94818",2013-04-10 12:00:00,39553,"WS07",14.43,16.6,79.57182,-0.1524001,11.29,10161,-12.91,102,-0.1524004,-0.1523999
"94914",2013-04-11 12:00:00,39649,"WS07",14.48,14.84,108.7324,-0.1524,11.29,10161,-5.86,101,-0.1524003,-0.1524
"95010",2013-04-12 12:00:00,39745,"WS07",14.52,12.92,30.78363,-0.1524001,11.29,10161,5.211,102,-0.1524004,-0.1523999
"95106",2013-04-13 12:00:00,39841,"WS07",14.63,9.54,62.10705,-0.1523999,11.29,10161,-6.801,101,-0.1524004,-0.1523997
"95202",2013-04-14 12:00:00,39937,"WS07",14.58,11.93,98.0145,-0.1524,11.29,10161,-7.803,102,-0.1524003,-0.1523999
"95298",2013-04-15 12:00:00,40033,"WS07",14.57,11.98,102.0105,-0.1524,11.29,10161,-1.169,102,-0.1524,-0.1524
"95394",2013-04-16 12:00:00,40129,"WS07",14.48,14.4,117.4335,-0.1524,11.29,10161,-3.872,101,-0.1524001,-0.1523999
"95490",2013-04-17 12:00:00,40225,"WS07",14.42,17.04,80.33289,-0.1524,11.29,10161,-6.425,102,-0.1524001,-0.1523999
"95586",2013-04-18 12:00:00,40321,"WS07",13.75,13.41,96.81491,-0.1524,11.29,10161,-2.352,101,-0.1524,-0.1523999
"95682",2013-04-19 12:00:00,40417,"WS07",12.85,14.24,10.20895,-0.1524,11.29,10161,-0.506,102,-0.1524001,-0.1523999
"95778",2013-04-20 12:00:00,40513,"WS07",14.78,3.791,68.35038,-0.1524,11.29,10161,-10.05,101,-0.1524001,-0.1523999
"95874",2013-04-21 12:00:00,40609,"WS07",14.66,8.65,72.91224,-0.1524001,11.29,10161,-9.6,102,-0.1524004,-0.1523996
"95970",2013-04-22 12:00:00,40705,"WS07",14.33,8.59,72.83069,-0.1523999,11.29,10161,-9.8,102,-0.1524001,-0.1523999
"96066",2013-04-23 12:00:00,40801,"WS07",14.29,10.33,45.73531,-0.1524,11.29,10161,-10.16,102,-0.1524001,-0.1523997
"96162",2013-04-24 12:00:00,40897,"WS07",14.02,12.94,27.14877,-0.1524,11.29,10161,-7.846,102,-0.1524001,-0.1523999
"96258",2013-04-25 12:00:00,40993,"WS07",14.35,9.57,157.3613,-0.1524001,11.29,10161,-7.872,101,-0.1524001,-0.1523997
"96354",2013-04-26 12:00:00,41089,"WS07",14.29,10.38,173.0613,-0.1523999,11.29,10161,-9.63,102,-0.1524003,-0.1523999
"96450",2013-04-27 12:00:00,41185,"WS07",13.77,8.04,34.41393,-0.1524,11.29,10161,-3.342,101,-0.1524003,-0.1523996
"96546",2013-04-28 12:00:00,41281,"WS07",12.8,8.28,25.87556,-0.1524,11.29,10161,-1.516,102,-0.1524,-0.1524
"96642",2013-04-29 12:00:00,41377,"WS07",14.17,13.87,293.5038,-0.1524,11.29,10161,-2.898,101,-0.1524,-0.1523999
"96738",2013-04-30 12:00:00,41473,"WS07",14.16,15.87,298.9706,-0.1524,11.29,10161,-7.698,102,-0.1524001,-0.1523999
"96834",2013-05-01 12:00:00,41569,"WS07",14.17,15.73,181.1748,-0.1524,11.29,10161,-5.867,102,-0.1524001,-0.1523999
"96930",2013-05-02 12:00:00,41665,"WS07",13.45,10.99,30.57545,0.1373511,3.912907,3521.617,-4.918,35,-0.1524,0.1381189
"97026",2013-05-03 12:00:00,41761,"WS07",14.58,11.32,142.1613,0.1335014,3.61897,3257.073,0.976,32,0.1335542,0.1378282
"97122",2013-05-04 12:00:00,41857,"WS07",13.51,7.042,38.44323,0.1335648,3.623675,3261.307,1.809,33,0.1292575,0.133606
"97218",2013-05-05 12:00:00,41953,"WS07",13.1,8.08,24.07422,0.2030389,11.45049,10305.44,-4,103,0.1332199,0.218305
"97314",2013-05-06 12:00:00,2,"WS07",14.66,7.698,121.7011,0.1713437,7.18327,6464.943,-5.413,64,0.1722886,0.2129779
"97410",2013-05-07 12:00:00,98,"WS07",14.62,10.46,115.3258,0.1616308,6.119205,5507.285,-6.981,55,0.1616566,0.1708152
"97506",2013-05-08 12:00:00,194,"WS07",14.53,12.92,87.3894,0.1560006,5.551387,4996.249,-4.211,50,0.1560351,0.1617578
"97602",2013-05-09 12:00:00,290,"WS07",14.49,14.3,139.2861,0.147967,4.800939,4320.845,-4.94,43,0.1470121,0.1559396
"97698",2013-05-10 12:00:00,386,"WS07",14.44,16.44,91.08223,0.1413444,4.233395,3810.055,-4.151,38,0.1414753,0.1506395
"97794",2013-05-11 12:00:00,482,"WS07",14.48,14.3,60.35976,0.1336855,3.632658,3269.392,-1.874,33,0.1333625,0.1459844
"97890",2013-05-12 12:00:00,578,"WS07",14.6,11.41,145.4371,0.1296873,3.342005,3007.804,-6.053,30,0.1303178,0.1398857
"97986",2013-05-13 12:00:00,674,"WS07",14.69,8.25,57.19735,0.1219802,2.824243,2541.819,-8.09,26,0.1211678,0.1290431
"98082",2013-05-14 12:00:00,770,"WS07",14.6,11.64,48.26635,0.1124666,2.259559,2033.603,-9.69,20,0.1123654,0.1219312
"98178",2013-05-15 12:00:00,866,"WS07",14.42,17.74,39.66187,0.1102238,2.137928,1924.135,-7.742,20,0.1097606,0.1131182
"98274",2013-05-16 12:00:00,1,"WS07",13.85,17.13,49.1253,0.110813,5.90829,5317.461,-7.668,53,0.1077051,0.1103506
"98370",2013-05-17 12:00:00,97,"WS07",14.45,16.37,49.35285,0.1086952,5.484745,4936.27,-7.978,50,0.1080188,0.1115259
"98466",2013-05-18 12:00:00,193,"WS07",13.8,13.46,10.53344,0.1186969,7.695933,6926.34,2.537,69,0.1070004,0.1256991
"98562",2013-05-19 12:00:00,289,"WS07",14.44,16.51,26.53621,0.1416669,15.19801,13678.21,2.509,137,0.112361,0.2245161
"98658",2013-05-20 12:00:00,385,"WS07",14.43,17.05,24.0504,0.1211588,8.327797,7495.018,-1.172,75,0.1208898,0.1410991
"98754",2013-05-21 12:00:00,481,"WS07",14.35,18.13,22.3152,0.1204923,8.152589,7337.33,-0.708,73,0.1202449,0.1264909
"98850",2013-05-22 12:00:00,577,"WS07",14.4,17.94,34.44153,0.1340065,12.27203,11044.82,-0.113,110,0.1159214,0.1891391
"98946",2013-05-23 12:00:00,673,"WS07",13.62,16.18,8.972972,0.1493795,18.6363,16772.67,-1.328,168,0.1308997,0.1899477
"99042",2013-05-24 12:00:00,769,"WS07",14.55,12.55,25.7989,0.1371473,13.41614,12074.52,-4.64,120,0.1373794,0.1484438
"99138",2013-05-25 12:00:00,865,"WS07",14.58,11.89,18.00316,0.1270028,9.982277,8984.049,-4.402,90,0.1267231,0.1371228
"99234",2013-05-26 12:00:00,961,"WS07",13.92,11.1,16.17235,0.1200835,8.046703,7242.033,3.564,72,0.1203263,0.1284934
"99330",2013-05-27 12:00:00,1057,"WS07",14.48,14.91,21.5397,0.1157041,6.974996,6277.497,4.267,63,0.1151646,0.120309
"99426",2013-05-28 12:00:00,1153,"WS07",14.43,16.76,25.66976,0.1141357,6.618191,5956.372,3.207,60,0.11203,0.1155743
"99522",2013-05-29 12:00:00,1249,"WS07",14.42,16.97,22.98971,0.110165,5.775379,5197.841,2.022,52,0.108102,0.114173
"99618",2013-05-30 12:00:00,1345,"WS07",14.42,16.67,23.47516,0.1087688,5.498838,4948.955,2.754,49,0.1058136,0.10996
"99714",2013-05-31 12:00:00,1441,"WS07",14.42,16.81,19.53845,0.1059399,4.96873,4471.857,2.707,45,0.1057844,0.1095105
"99810",2013-06-01 12:00:00,1537,"WS07",14.4,17.31,15.86266,0.1047878,4.764017,4287.615,3.065,43,0.1040118,0.1061208
"99906",2013-06-02 12:00:00,1633,"WS07",13.61,16.84,9.281127,0.1313058,11.34849,10213.64,0.978,102,0.09566393,0.168952
"100002",2013-06-03 12:00:00,1729,"WS07",14.28,16.29,11.87685,0.1124994,6.260574,5634.517,0.838,57,0.1119819,0.1303037
"100098",2013-06-04 12:00:00,1825,"WS07",14.4,16.1,16.5832,0.1007498,4.095589,3686.03,-2.031,36,0.1012001,0.1132989
"100194",2013-06-05 12:00:00,1921,"WS07",14.39,16.97,16.41212,0.1024975,4.375794,3938.215,-2.295,39,0.09985849,0.103912
"100290",2013-06-06 12:00:00,2017,"WS07",14.41,15.74,10.70822,0.04154047,0.135816,122.2344,-2.751,1,0.04106923,0.1913173
"100386",2013-06-07 12:00:00,2113,"WS07",14.43,16.73,18.39821,0.01209149,0.001178506,1.060655,-5.633,0,0.01176636,0.04345055
